"aNSC_A_01_1g_hiseq_run1" "aNSC_A_03_1g_hiseq_run1" "aNSC_A_21_1g_hiseq_run1" "aNSC_A_24_1g_hiseq_run1" "aNSC_A_45_1g_hiseq_run1" "aNSC_A_48_1g_hiseq_run1" "aNSC_A_62_1g_hiseq_run1" "aNSC_A_63_1g_hiseq_run1" "aNSC_A_64_1g_hiseq_run1" "aNSC_A_65_1g_hiseq_run1" "aNSC_A_66_1g_hiseq_run1" "aNSC_A_71_1g_hiseq_run1" "aNSC_A_77_1g_hiseq_run1" "aNSC_A_80_1g_hiseq_run1" "aNSC_A_83_1g_hiseq_run1" "aNSC_A_85_1g_hiseq_run1" "aNSC_A_94_1g_hiseq_run1" "aNSC_B_02_1g_hiseq_run1" "aNSC_B_04_1g_hiseq_run1" "aNSC_B_05_1g_hiseq_run1" "aNSC_B_06_1g_hiseq_run1" "aNSC_B_09_1g_hiseq_run1" "aNSC_B_10_1g_hiseq_run1" "aNSC_B_12_1g_hiseq_run1" "aNSC_B_13_1g_hiseq_run1" "aNSC_B_14_1g_hiseq_run1" "aNSC_B_16_1g_hiseq_run1" "aNSC_B_17_1g_hiseq_run1" "aNSC_B_18_1g_hiseq_run1" "aNSC_B_19_1g_hiseq_run1" "aNSC_B_20_1g_hiseq_run1" "aNSC_B_23_1g_hiseq_run1" "aNSC_B_26_1g_hiseq_run1" "aNSC_B_27_1g_hiseq_run1" "aNSC_B_28_1g_hiseq_run1" "aNSC_B_30_1g_hiseq_run1" "aNSC_B_31_1g_hiseq_run1" "aNSC_B_33_1g_hiseq_run1" "aNSC_B_34_1g_hiseq_run1" "aNSC_B_35_1g_hiseq_run1" "aNSC_B_36_1g_hiseq_run1" "aNSC_B_37_1g_hiseq_run1" "aNSC_B_38_1g_hiseq_run1" "aNSC_B_40_1g_hiseq_run1" "aNSC_B_41_1g_hiseq_run1" "aNSC_B_44_1g_hiseq_run1" "aNSC_B_47_1g_hiseq_run1" "aNSC_B_56_1g_hiseq_run1" "aNSC_B_58_1g_hiseq_run1" "aNSC_B_60_1g_hiseq_run1" "aNSC_B_69_1g_hiseq_run1" "aNSC_B_70_1g_hiseq_run1" "aNSC_B_72_1g_hiseq_run1" "aNSC_B_73_1g_hiseq_run1" "aNSC_B_76_1g_hiseq_run1" "aNSC_B_81_1g_hiseq_run1" "aNSC_B_82_1g_hiseq_run1" "aNSC_B_89_1g_hiseq_run1" "aNSC_B_91_1g_hiseq_run1" "aNSC_B_92_1g_hiseq_run1" "aNSC_B_93_1g_hiseq_run1"
"Lrrc33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc34" 0 0 0 0 0 0 214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc36" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc39" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc40" 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 83 2991 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 43 0 0 5 0 0 0 0 0 860
"Lrrc41" 64 0 0 0 0 0 0 0 76 0 44 0 0 0 0 0 914 0 0 59 0 0 0 0 0 70 101 53 0 0 36 0 0 0 0 0 0 0 0 11 0 46 2 0 0 8 72 0 0 0 0 0 0 40 0 0 0 0 0 136 0
"Lrrc42" 0 0 0 62 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc43" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc45" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc46" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0
"Lrrc48" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc49" 11 8 58 0 2 74 271 0 0 0 0 0 0 76 0 0 0 0 1 15 18 0 0 0 13 0 0 1 0 0 0 0 0 0 0 0 23 11 0 6 18 0 0 0 0 0 90 0 0 0 0 0 0 0 21 0 14 10 814 0 16
"Lrrc4b" 6 5 0 0 0 8 10 18 0 71 38 4 0 0 0 10 75 2 0 39 35 42 34 0 20 0 10 0 1 0 0 0 0 0 6 8 0 0 1 7 65 5 0 0 22 0 1 0 7 0 5 1 57 0 0 11 15 6 11 1 10
"Lrrc4c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc51" 2 0 0 0 0 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 2 0 0 0 355 0 0 0 0 0
"Lrrc52" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc55" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc56" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc57" 0 0 0 19 0 0 0 0 0 0 4 0 0 0 0 0 0 6 21 2055 14 271 0 0 949 0 0 83 6 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 2 0 5 0 1
"Lrrc58" 1337 24 1061 11 22 353 68 6 24 105 31 191 2 501 0 10 2286 491 260 4615 8483 2011 448 927 2612 394 1325 937 2 131 0 36 30 144 75 211 892 876 3660 210 2 2062 25 1292 5239 307 297 9 154 1 27 24 0 17 2876 17 2290 422 84 20 1027
"Lrrc59" 117 0 0 0 0 0 19 1744 0 1 0 0 0 0 0 0 0 1 0 0 0 499 0 0 0 0 0 84 0 0 0 0 0 232 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 490 23 0
"Lrrc6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc61" 38 44 0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
"Lrrc63" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc66" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc69" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Lrrc71" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc72" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc73" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc8a" 90 853 87 8 0 0 0 84 122 0 0 0 0 63 0 0 39 83 12 1 1 262 206 85 0 0 10 0 0 0 0 12 16 108 507 0 125 0 0 9 0 0 0 5 48 3 0 3 113 3739 0 1 0 10 766 98 116 0 294 385 0
"Lrrc8b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0
"Lrrc8c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"Lrrc8d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 9 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 355 0 0 0 0 13 4 29
"Lrrc8e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrc9" 175 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 41 0 0 0 0 0 1 0 0 0 206 0 0
"Lrrcc1" 0 0 9 0 251 1 0 0 0 0 0 110 0 0 0 0 0 0 0 21 0 0 75 0 300 0 377 9 0 0 0 0 1 0 0 0 573 0 0 0 0 3 0 0 0 0 0 0 0 0 6 0 0 82 0 0 316 3 29 18 0
"Lrrd1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrfip1" 251 1512 0 0 0 0 16 537 0 0 0 0 114 23 264 0 125 0 0 42 0 0 0 0 0 0 63 0 0 0 0 0 0 107 2 0 0 0 0 48 99 42 0 0 0 6 155 0 0 0 3 1 0 0 0 1 0 10 0 0 0
"Lrrfip2" 0 0 0 0 0 0 0 0 0 530 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0
"Lrriq1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrriq3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrriq4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrk1" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrk2" 0 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Lrrn1" 581 0 332 0 60 6 0 0 0 0 0 0 0 0 15 0 0 0 0 5 0 0 0 13 575 0 0 61 2 0 0 104 0 80 0 0 48 0 0 0 0 1 0 1 0 0 399 0 0 0 0 0 0 0 0 2 0 4 0 95 6
"Lrrn2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrn3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
"Lrrn4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrn4cl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrrtm1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 264 0 0 39 0
"Lrrtm2" 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 163 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1429 844 0
"Lrrtm3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Lrrtm4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 280 0 1 0 0 0 0 0 0 0 61 0 0 0 0 0 0 2279 0 0 0 0 0 0 0 0 0 659 0 0 0 0 728 1 0 0 0 0 0 0
"Lrsam1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrtm1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0
"Lrtm2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lrwd1" 231 0 0 0 61 1 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 313 0 0 1 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 346 1 0 0 0 0 0
"Lsamp" 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 239 0 0 0 0 0 0
"Lsg1" 0 0 0 0 0 0 938 0 0 0 0 2 0 0 0 1 0 0 0 0 0 158 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 14 0 0 0 19 0 15 0 0 0 0 0 0 0 0 0 0 358 0 0 0 0 113 8
"Lsm1" 13 0 0 0 0 0 0 24 0 0 11 0 0 0 0 0 0 227 0 0 47 0 1 64 0 0 0 179 101 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 2 0 0 0 0 0 562 0 30 12 0 23 0
"Lsm10" 0 294 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lsm11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
"Lsm12" 0 0 0 0 36 21 0 0 1 10 0 0 0 0 0 0 5 45 18 806 193 122 2 1 0 0 16 70 1 1 0 0 0 5 0 0 9 5 186 0 20 0 0 0 252 0 0 0 0 0 0 0 0 0 0 8 5 0 0 0 3
"Lsm14a" 0 0 18 0 0 0 0 8 0 0 0 0 0 61 1 0 0 0 0 0 0 0 87 0 0 0 350 528 0 6 0 0 1 0 0 0 0 89 0 0 0 0 13 0 0 0 480 0 0 0 0 0 0 0 154 0 0 0 0 38 0
"Lsm14b" 0 0 0 0 0 0 0 0 0 0 0 90 0 40 0 0 0 34 4 0 0 0 0 0 0 53 0 0 0 0 0 0 0 13 0 0 2 0 0 52 1 61 1 5 1 4 0 0 4 0 5 0 0 0 0 0 27 0 0 1 0
"Lsm2" 11 0 0 0 0 4 36 84 1 0 0 0 30 54 0 0 599 1 16 0 669 3 128 141 0 0 10 17 0 0 6 39 0 0 0 0 36 0 0 38 0 0 0 63 13 0 0 0 0 0 4 5 0 0 10 0 53 15 0 78 33
"Lsm3" 11 50 80 0 444 71 0 0 5 0 11 1 0 389 0 0 1860 38 45 0 494 54 191 0 229 1 56 94 0 56 62 21 61 12 0 126 161 282 849 159 1 7 133 83 11 0 106 0 96 0 0 8 0 0 589 0 861 224 0 377 3
"Lsm4" 0 0 0 0 0 0 0 70 0 0 83 0 0 1 0 0 0 0 4 0 0 0 44 0 0 0 0 0 0 0 0 0 98 0 0 0 0 0 263 9 0 0 0 0 0 0 171 0 0 0 0 0 4 0 0 0 0 36 1 4 0
"Lsm5" 45 0 6 0 136 34 36 0 0 0 37 0 0 0 0 0 0 7 48 0 85 12 0 27 13 17 23 16 81 1 2 12 9 1 4 64 0 0 52 0 0 0 0 20 0 4 4 0 0 0 0 0 0 6 0 13 3 8 0 9 13
"Lsm6" 34 0 13 10 35 134 6 21 0 94 0 23 0 196 1 1 1019 32 292 0 156 0 0 52 152 0 69 0 0 37 38 41 77 94 1 11 26 0 735 22 0 38 0 19 16 31 189 0 17 0 11 2 0 0 738 0 22 29 0 117 152
"Lsm7" 5 0 6 0 0 4 0 0 3 6 111 1 0 30 0 10 59 0 10 10 33 0 0 29 25 0 1 9 0 3 12 6 26 3 1 9 3 1 0 1 0 2 0 4 5 1 9 0 8 0 0 0 3 4 28 1 6 4 0 0 63
"Lsmd1" 2 0 0 0 0 0 1 89 0 0 0 0 0 13 0 0 38 1 7 19 0 1 38 17 12 0 20 0 0 0 7 7 0 0 5 0 0 21 0 0 0 0 0 5 0 0 2 0 0 0 0 0 0 3 14 0 1 0 0 0 89
"Lsp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0
"Lsr" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lss" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lst1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lta4h" 0 6 183 0 0 0 0 0 125 0 0 0 0 16 0 0 7 275 32 0 0 0 0 0 526 0 0 0 0 0 3 0 0 0 0 0 420 18 4 0 0 8 0 0 0 0 7 0 10 0 0 0 0 0 698 0 0 0 0 0 0
"Ltb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltb4r1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltb4r2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltbp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Ltbp2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltbp3" 0 0 0 0 0 0 0 0 0 1827 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 336
"Ltbp4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119 0 0 0 0 0 0 0 0 0 0 0 0
"Ltbr" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 9 0 0 0 0 0 0 197 0 0 0 0 0 0
"Ltc4s" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltf" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltk" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ltn1" 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 2 2 0 0 131 559 0 0 0 0 1 306 0 6 0 0 0 0 0 336 0 0 0 0 0 0 0 0 166 0 63 0 0 0 0 0 0 0 16 0 0 32 0
"Ltv1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 38 270 0 0 0 0 268 0 0 11 0 111 0 0 3 0 0 0 0 0 1 0 0 0
