"aNSC_A_01_1g_hiseq_run1" "aNSC_A_03_1g_hiseq_run1" "aNSC_A_21_1g_hiseq_run1" "aNSC_A_24_1g_hiseq_run1" "aNSC_A_45_1g_hiseq_run1" "aNSC_A_48_1g_hiseq_run1" "aNSC_A_62_1g_hiseq_run1" "aNSC_A_63_1g_hiseq_run1" "aNSC_A_64_1g_hiseq_run1" "aNSC_A_65_1g_hiseq_run1" "aNSC_A_66_1g_hiseq_run1" "aNSC_A_71_1g_hiseq_run1" "aNSC_A_77_1g_hiseq_run1" "aNSC_A_80_1g_hiseq_run1" "aNSC_A_83_1g_hiseq_run1" "aNSC_A_85_1g_hiseq_run1" "aNSC_A_94_1g_hiseq_run1" "aNSC_B_02_1g_hiseq_run1" "aNSC_B_04_1g_hiseq_run1" "aNSC_B_05_1g_hiseq_run1" "aNSC_B_06_1g_hiseq_run1" "aNSC_B_09_1g_hiseq_run1" "aNSC_B_10_1g_hiseq_run1" "aNSC_B_12_1g_hiseq_run1" "aNSC_B_13_1g_hiseq_run1" "aNSC_B_14_1g_hiseq_run1" "aNSC_B_16_1g_hiseq_run1" "aNSC_B_17_1g_hiseq_run1" "aNSC_B_18_1g_hiseq_run1" "aNSC_B_19_1g_hiseq_run1" "aNSC_B_20_1g_hiseq_run1" "aNSC_B_23_1g_hiseq_run1" "aNSC_B_26_1g_hiseq_run1" "aNSC_B_27_1g_hiseq_run1" "aNSC_B_28_1g_hiseq_run1" "aNSC_B_30_1g_hiseq_run1" "aNSC_B_31_1g_hiseq_run1" "aNSC_B_33_1g_hiseq_run1" "aNSC_B_34_1g_hiseq_run1" "aNSC_B_35_1g_hiseq_run1" "aNSC_B_36_1g_hiseq_run1" "aNSC_B_37_1g_hiseq_run1" "aNSC_B_38_1g_hiseq_run1" "aNSC_B_40_1g_hiseq_run1" "aNSC_B_41_1g_hiseq_run1" "aNSC_B_44_1g_hiseq_run1" "aNSC_B_47_1g_hiseq_run1" "aNSC_B_56_1g_hiseq_run1" "aNSC_B_58_1g_hiseq_run1" "aNSC_B_60_1g_hiseq_run1" "aNSC_B_69_1g_hiseq_run1" "aNSC_B_70_1g_hiseq_run1" "aNSC_B_72_1g_hiseq_run1" "aNSC_B_73_1g_hiseq_run1" "aNSC_B_76_1g_hiseq_run1" "aNSC_B_81_1g_hiseq_run1" "aNSC_B_82_1g_hiseq_run1" "aNSC_B_89_1g_hiseq_run1" "aNSC_B_91_1g_hiseq_run1" "aNSC_B_92_1g_hiseq_run1" "aNSC_B_93_1g_hiseq_run1"
"0610040F04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"0610040J01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"0610043K17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 76 0 0 0 0 0 0 0 0 0 0 0 0
"1100001G20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110001A16Rik" 1 0 0 0 0 0 0 0 0 0 5 0 0 47 0 0 0 17 10 0 69 4 1 1 0 0 0 6 0 0 0 0 0 0 0 54 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 2 0 0 1 151 5
"1110001J03Rik" 31 0 7 2 39 0 0 10 0 0 0 0 0 0 0 0 3 43 0 0 143 0 0 165 2 0 0 0 218 13 1 28 0 39 21 91 0 83 0 0 0 0 0 13 4 11 0 0 0 0 0 0 65 0 56 30 0 0 20 11 14
"1110002L01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 298 0 0 0 0 307 0 0 0 0 0 1 0 0
"1110004E09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 36 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 5 3 0 0 0
"1110004F10Rik" 429 319 472 89 787 3 15 8 37 0 0 248 0 0 0 0 0 43 313 107 339 425 0 327 0 0 231 4 0 34 25 1 582 28 0 43 75 283 9 381 0 4 0 29 1 166 229 0 0 0 46 20 1044 4 0 197 358 5 0 1 11
"1110006O24Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110007C09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110008F13Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110008J03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110008L16Rik" 0 0 0 151 0 0 0 0 0 0 2 0 0 0 0 0 0 489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110008P14Rik" 4 0 0 0 0 0 0 0 0 5 0 10 0 0 0 0 0 0 0 0 0 0 36 0 0 0 47 0 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 60 2 0 0 0 0 0 0 0 0 352 0 6 0 0 0 0
"1110012L19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 423 0 0 0 0
"1110015O18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110017D15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110018G07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 561 0 0 0 1105 0 0 0 0 0 0 0 0 218 0 96 0 0 0 2431 0 0 0 0 1 73 146 0 0 0 0 0 0 0 0 0 0 0 19 0 0 349
"1110019D14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0
"1110020A21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110025L11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110028F11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110028F18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110032A03Rik" 0 0 0 327 0 0 0 0 8 0 0 0 1 0 0 0 0 0 0 0 260 0 0 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 455 80 0 0 0 0 0 0 0
"1110032F04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110034G24Rik" 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110035M17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110036E04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110037F02Rik" 27 589 0 0 954 3 1 0 0 1 1636 78 0 0 0 0 1 0 0 0 6 0 0 0 295 0 0 1 0 0 0 0 0 0 0 0 48 10 0 0 0 0 0 220 0 7 0 0 4 0 7 4 0 0 1 144 0 52 0 156 0
"1110038B12Rik" 0 70 77 554 0 21 0 0 0 57 0 120 0 259 0 0 1588 0 34 865 1 32 42 0 0 21 243 0 0 0 0 0 13 290 0 0 159 3 0 7 732 39 59 0 118 2 113 0 70 0 61 0 0 8 0 0 18 31 0 7 160
"1110038F14Rik" 0 14 0 0 0 0 0 103 0 21 0 4 0 0 0 0 0 8 2 0 0 0 0 0 0 1 3 0 0 0 3 0 0 0 0 10 0 0 2 0 0 2 0 0 0 0 145 0 0 126 0 0 0 0 0 0 1 26 5 227 0
"1110046J04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110051M20Rik" 1096 0 1 0 0 0 0 0 0 0 3 0 0 738 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 336 0 0 233 0 0 0 0 1 0 0 1 0 0 0 9 7 0 0 0 0 0 0 0 0
"1110054M08Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110057K04Rik" 0 0 11 0 0 0 0 0 0 0 0 7 0 23 0 0 494 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 200 0 0 0 0 2 0 0 0 0 10 0 0 0 2 0 0 52 0 0
"1110058L19Rik" 68 0 9 59 26 33 8 0 7 0 1387 0 0 4 0 0 10 13 65 491 30 0 170 0 0 116 75 1 0 10 0 12 0 26 1 167 68 2 22 0 25 0 16 0 93 47 162 487 0 0 0 13 0 0 59 0 17 9 0 81 0
"1110059E24Rik" 0 0 0 1501 0 0 0 0 1 9279 0 0 0 0 0 0 0 0 0 2420 0 0 0 204 0 0 259 1 0 1 0 232 0 0 0 0 0 0 0 417 0 0 171 0 0 0 222 0 0 689 0 0 0 0 0 43 6 0 0 0 0
"1110059G10Rik" 0 0 0 1 0 0 0 0 23 0 0 0 0 17 0 0 235 0 0 0 0 0 0 0 0 14 4 0 0 0 67 115 0 0 105 0 0 0 0 0 0 298 2 0 0 3 0 0 26 1352 0 0 0 0 0 0 0 0 0 0 0
"1110059M19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1110065P20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1190002F15Rik" 0 0 88 0 0 27 15 37 8 0 0 0 0 314 0 0 168 0 15 0 176 9 0 11 0 0 3 36 0 38 0 0 31 18 0 306 0 40 213 43 0 0 45 61 42 0 96 0 0 0 0 0 0 0 583 8 101 65 0 0 124
"1190002N15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1145 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 2 0 198 0 0 0 0 0 319 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1190003J15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1190003K10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1190005I06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1190007I07Rik" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 153 31 4 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0
"1200011I18Rik" 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 11 0 109 0 0 0 0 0 43 0 0 0 0 0 53 0 0 0 0 0 599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187 0
"1200014J11Rik" 92 0 0 0 0 12 0 0 0 0 0 0 698 0 0 0 1 45 0 440 0 0 126 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1300002E11Rik" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 3 0 0 0 0 0 0 0 0 862 0 0 0 0 0 0 27 0
"1300002K09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1300015D01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1300017J02Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1300018J18Rik" 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1500002O10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1500004A13Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 40 0 3 20
"1500009C09Rik" 0 0 0 0 0 3 0 15 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 2 0 0 276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96 0 0 0 0 0 0
"1500009L16Rik" 0 0 0 0 0 0 0 98 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 701 0 0 0 0 0 0
"1500011B03Rik" 98 0 0 0 0 0 0 113 4 0 0 0 0 6 0 0 0 199 4 0 0 16 0 46 1 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 473 0 0 0 0 0 0 0 0 0 0 0 0 0 174 0 0 0 0 0 0
"1500011K16Rik" 0 0 0 1 7 1 0 0 0 957 392 39 10 60 0 0 48 6 0 0 0 0 59 20 97 0 1 0 0 0 4 0 0 0 40 0 0 0 4 0 17 0 2 36 0 0 1 0 0 0 0 0 0 0 0 7 51 0 0 96 0
"1500012F01Rik" 2 42 49 0 602 8 133 0 0 201 0 75 31 0 0 0 4 0 59 0 0 110 0 171 2 0 0 1 0 34 0 27 36 43 301 0 2 40 0 0 0 0 0 30 45 0 101 0 8 0 3 6 0 155 289 0 119 147 0 0 53
"1500012K07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
