"NS_01_1g" "NS_02_1g" "NS_03_1g" "NS_04_1g" "NS_05_1g" "NS_08_1g" "NS_10_1g" "NS_11_1g" "NS_14_1g" "NS_15_1g" "NS_16_1g" "NS_17_1g" "NS_21_1g" "NS_22_1g" "NS_23_1g" "NS_24_1g" "NS_27_1g" "NS_31_1g" "NS_36_1g" "NS_37_1g" "NS_41_1g" "NS_44_1g" "NS_45_1g" "NS_46_1g" "NS_48_1g" "NS_49_1g" "NS_52_1g" "NS_54_1g" "NS_56_1g" "NS_57_1g" "NS_58_1g" "NS_59_1g" "NS_61_1g" "NS_62_1g" "NS_63_1g" "NS_65_1g" "NS_66_1g" "NS_67_1g" "NS_68_1g" "NS_69_1g" "NS_71_1g" "NS_72_1g" "NS_74_1g" "NS_75_1g" "NS_77_1g" "NS_78_1g" "NS_79_1g" "NS_81_1g" "NS_82_1g" "NS_83_1g" "NS_84_1g" "NS_85_1g" "NS_86_1g" "NS_87_1g" "NS_89_1g" "NS_90_1g" "NS_91_1g" "NS_92_1g" "NS_93_1g" "NS_94_1g" "NS_95_1g" "NS_96_1g"
"Ifi202b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0
"Ifi203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi205" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi27l1" 12 2 17 0 0 8 0 0 0 2 0 0 2 0 12 0 2 0 0 2 28 0 2 0 0 3 11 0 0 0 0 0 4 19 3 1 0 0 0 22 0 0 23 0 5 27 0 0 0 0 0 0 0 0 28 0 0 0 0 14 0 0
"Ifi27l2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
"Ifi27l2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi30" 0 0 4 0 0 0 0 14 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Ifi35" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi44" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi44l" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifi47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifih1" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Ifit1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifit2" 0 0 0 0 0 0 0 15 0 0 0 0 0 0 4 4 0 0 0 0 3 39 60 0 0 0 0 21 0 0 0 0 1 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"Ifit3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifitm1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifitm10" 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifitm2" 4 0 0 24 0 0 0 23 1 15 2 0 3 0 0 0 0 0 10 0 0 1 38 0 0 9 24 7 0 3 0 4 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 9 0 1 5 1 1 0 18 15 0 0
"Ifitm3" 2 1 0 0 4 9 1 0 4 0 0 0 0 0 1 8 0 4 10 0 21 0 38 0 0 9 0 0 0 2 0 0 0 34 34 33 13 10 0 0 3 0 0 1 1 6 0 0 0 1 0 29 0 3 0 0 0 0 13 0 4 0
"Ifitm5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifitm6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifitm7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifltd1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifna9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnab" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnar1" 0 0 1 1 1 10 19 0 1 0 7 23 2 9 0 5 4 1 0 6 28 8 11 2 0 0 25 8 26 0 0 0 2 16 0 2 2 3 0 12 114 2 0 2 0 20 3 0 6 0 0 1 0 9 1 0 7 0 22 46 1 0
"Ifnar2" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 4 2 4 2 1 0 0 0 25 13 1 0 0 0 0 0 0 12 1 0 0 0 0 0 1 0 0 0 14 2 0 0 18 3 0
"Ifnb1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifne" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifng" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifngr1" 0 0 0 0 0 0 0 0 0 17 3 0 0 0 2 2 0 18 0 0 0 0 0 2 0 0 7 0 2 16 0 1 23 3 0 0 2 1 9 0 0 8 0 0 1 2 0 0 1 0 0 0 4 0 12 35 0 1 2 0 0 4
"Ifngr2" 7 0 3 8 5 8 6 22 2 19 1 5 0 55 0 0 4 0 0 0 10 0 0 0 0 0 0 0 0 0 0 25 1 0 0 18 7 1 6 0 0 9 8 1 0 0 56 0 0 2 1 0 11 0 5 0 5 0 3 10 3 0
"Ifnk" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnl2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnl3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnlr1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifnz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ifrd1" 0 1 8 0 3 2 26 16 7 2 11 16 0 3 0 40 45 2 89 4 17 44 0 1 0 0 19 13 19 7 25 31 20 16 2 2 15 17 6 0 18 11 7 8 15 26 8 0 4 0 3 4 5 17 11 0 6 88 0 36 2 0
"Ifrd2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 28 2 0 0 0 1 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ift122" 3 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0
"Ift140" 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 6 1 0 0 0 0 0 1 0 4 10 9 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 13 0
"Ift172" 0 5 0 0 0 0 0 2 0 0 9 0 0 0 0 0 0 0 1 0 13 18 0 3 0 0 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 12 0 0 36 0 0 0 0
"Ift20" 9 13 2 1 7 0 0 0 1 3 0 12 2 2 0 0 0 11 5 0 1 13 0 0 2 0 0 0 0 5 3 0 5 8 0 11 5 10 0 2 24 0 0 1 0 6 7 0 1 8 10 8 0 0 1 6 0 0 14 0 1 0
"Ift27" 2 6 12 3 4 0 0 1 0 15 0 0 4 3 10 2 0 0 0 0 1 8 0 0 0 1 0 0 0 10 0 0 0 0 3 0 4 1 1 0 0 1 20 0 3 1 0 1 0 0 0 8 0 0 0 10 0 1 0 0 0 4
"Ift43" 0 7 0 0 3 0 0 1 0 10 0 7 0 9 0 12 0 0 0 4 0 0 7 13 6 0 5 0 1 0 14 0 3 0 0 2 0 16 0 0 11 0 1 0 0 2 0 0 0 0 6 1 0 0 0 0 13 0 0 15 0 0
"Ift46" 5 3 2 0 2 36 0 2 0 29 0 0 0 0 4 0 0 10 54 0 0 0 0 0 0 1 13 0 0 12 0 0 0 0 0 0 45 0 0 1 27 42 0 0 0 17 0 0 0 0 1 7 0 0 0 0 0 45 0 18 5 0
"Ift52" 0 0 0 0 0 0 0 0 0 0 0 52 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 8 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 14 12 0 8 0 0 0 0 2 0 0 0 0 1 9 0 0
"Ift57" 12 2 2 2 0 0 0 0 4 9 10 10 0 0 0 0 25 0 35 0 0 0 0 2 0 0 1 0 1 0 1 0 0 2 0 13 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 7 0 2 14 0 7 24
"Ift74" 1 41 2 27 4 0 1 0 0 0 0 1 0 6 0 3 66 8 7 12 27 6 4 1 0 0 0 6 13 3 0 0 0 5 1 0 0 22 0 0 10 23 0 0 17 28 42 14 0 0 0 0 0 5 49 11 0 9 2 11 0 2
"Ift80" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 33 0 0 0 0 0 0 56 0 0 12 0 0 1 2 0 0 0 0 0 2 0
"Ift81" 6 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 41 23 34 1 0 1 0 0 0 0 12 0 0 0 1 0 3 0 0 13 12 0 0 0 0 4 6 0 0 9 0 0 16 0 0 3 0 0 21 0 10 0 0 6 0 0
"Ift88" 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 26 22 2 0 0 0 0 0 0 8 7 0 0 1 0 0 0
"Igbp1" 5 0 19 2 0 0 39 0 0 2 2 2 1 1 0 2 44 22 0 0 0 5 10 0 0 0 3 0 0 7 0 3 21 1 7 28 8 52 12 100 36 7 5 2 12 1 0 0 0 51 0 0 0 19 0 0 0 4 0 42 0 63
"Igbp1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igdcc3" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igdcc4" 0 0 8 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 2 5 5 0 0 3 3 0 1 0 0 0 3 0 18 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0
"Igf1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igf1r" 1 0 4 0 8 0 0 10 7 0 0 1 0 19 7 0 13 21 0 6 10 2 2 1 0 4 23 2 0 15 0 4 6 2 2 5 1 5 2 4 31 0 12 2 1 16 1 22 2 0 1 5 0 13 1 1 10 3 1 3 3 6
"Igf2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igf2as" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igf2bp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igf2bp2" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 2 14 0 2 0 0 0 6 6 0 0 0 0 0 0 7 0 0 0 2 0 0 0 0 4 0 0 0 0 0 3 3 0 0 16 0 0 0 1 1 0
"Igf2bp3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igf2r" 1 0 0 0 2 7 1 1 0 0 5 0 0 0 0 0 9 7 0 2 0 5 1 1 0 4 3 5 0 0 10 0 0 0 0 8 5 1 0 1 0 6 0 0 0 2 0 2 11 1 0 0 0 0 15 2 5 4 0 1 0 0
"Igfals" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igfbp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igfbp2" 26 38 23 57 7 17 100 49 22 70 1 74 6 4 23 7 6 22 64 39 26 80 83 76 9 24 30 7 91 18 68 19 55 24 30 62 27 10 26 3 32 2 15 6 45 61 31 10 23 75 29 123 2 66 91 104 54 44 60 135 11 6
"Igfbp3" 24 32 56 27 74 26 78 19 29 108 25 17 27 133 9 6 77 23 49 67 106 47 70 7 35 13 87 79 3 105 19 44 37 59 49 66 42 35 10 69 125 3 22 11 74 3 13 0 45 82 10 41 46 41 110 63 39 6 81 79 35 6
"Igfbp4" 20 20 0 75 0 0 0 0 12 14 1 63 0 0 0 1 0 0 17 0 6 0 18 87 18 11 17 37 0 0 25 0 8 30 0 20 33 0 0 0 1 1 0 0 0 9 0 0 0 0 1 1 0 4 7 10 13 0 3 31 0 0
"Igfbp5" 9 0 0 12 0 4 0 0 7 0 0 35 6 0 0 0 0 1 20 0 0 18 21 3 0 0 0 0 0 5 8 5 0 56 0 17 0 0 0 0 0 0 0 0 0 0 0 10 0 96 6 5 0 0 14 11 4 0 0 0 0 0
"Igfbp6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
"Igfbp7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Igfbpl1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igfl3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igflr1" 0 0 0 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igfn1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"Ighmbp2" 0 0 0 0 26 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 20 0 1 0 0 0 0 0 0 0 0 0 4
"Igj" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igll1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Iglon5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igsf1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igsf10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 40 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"Igsf11" 2 0 0 0 1 0 0 0 0 0 0 9 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"Igsf21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Igsf23" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igsf3" 1 0 0 0 0 0 0 0 0 0 0 0 16 8 0 3 24 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 1 0 0 0 0 20 0 0 1 21 0 61 0 0 0 1 0 0 44
"Igsf5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igsf6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Igsf8" 0 0 1 0 9 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 6 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 2 0 0 0 0 0 10 0 1 0 0 0 0 0 0 5 0 0 0 0
"Igsf9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
