"NS_01_1g" "NS_02_1g" "NS_03_1g" "NS_04_1g" "NS_05_1g" "NS_08_1g" "NS_10_1g" "NS_11_1g" "NS_14_1g" "NS_15_1g" "NS_16_1g" "NS_17_1g" "NS_21_1g" "NS_22_1g" "NS_23_1g" "NS_24_1g" "NS_27_1g" "NS_31_1g" "NS_36_1g" "NS_37_1g" "NS_41_1g" "NS_44_1g" "NS_45_1g" "NS_46_1g" "NS_48_1g" "NS_49_1g" "NS_52_1g" "NS_54_1g" "NS_56_1g" "NS_57_1g" "NS_58_1g" "NS_59_1g" "NS_61_1g" "NS_62_1g" "NS_63_1g" "NS_65_1g" "NS_66_1g" "NS_67_1g" "NS_68_1g" "NS_69_1g" "NS_71_1g" "NS_72_1g" "NS_74_1g" "NS_75_1g" "NS_77_1g" "NS_78_1g" "NS_79_1g" "NS_81_1g" "NS_82_1g" "NS_83_1g" "NS_84_1g" "NS_85_1g" "NS_86_1g" "NS_87_1g" "NS_89_1g" "NS_90_1g" "NS_91_1g" "NS_92_1g" "NS_93_1g" "NS_94_1g" "NS_95_1g" "NS_96_1g"
"Tmem210" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem211" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem212" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem213" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem214" 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 3 3 1 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 4 0 3 5 0 0
"Tmem215" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem216" 0 11 1 44 3 0 0 4 11 0 0 5 0 25 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 2 6 0 0 0 0 0 0 0 3 0 0 22 10 8 1 0 0 0 0 0 0 0 0 0 0 0 39 32 2 0 0
"Tmem217" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem218" 0 0 0 16 5 0 0 0 0 0 0 0 7 0 0 0 0 1 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 4 0 0 6 0 0 0 1 0 0 1
"Tmem219" 7 0 0 0 0 9 0 0 0 3 0 0 0 0 0 0 0 5 18 0 0 0 8 0 0 3 0 0 0 0 15 0 3 6 0 2 13 0 0 0 9 0 16 6 0 1 1 2 0 0 0 20 0 4 0 0 0 0 2 0 0 6
"Tmem220" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem221" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem222" 22 4 2 1 0 3 2 1 0 0 1 0 0 0 3 0 0 0 11 0 0 19 1 0 0 1 4 0 0 3 7 0 0 1 0 0 5 13 0 19 47 0 1 0 9 39 61 0 27 0 0 19 0 0 19 2 0 37 2 31 1 0
"Tmem223" 6 0 9 3 6 0 7 0 0 0 0 15 0 24 0 0 25 10 62 16 11 9 13 0 0 1 14 13 20 3 2 9 3 10 0 6 11 14 3 1 15 2 0 1 10 3 0 0 0 0 0 0 0 9 0 36 9 0 0 10 12 0
"Tmem225" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem229a" 4 0 1 0 3 1 0 1 0 2 0 16 0 0 0 0 15 5 0 15 0 2 2 12 0 2 0 2 0 0 0 5 0 3 0 0 0 0 0 0 0 0 3 0 25 33 0 0 0 0 10 6 0 0 0 13 0 0 0 0 0 0
"Tmem229b" 0 0 1 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 2 4 28 0 0 3 6 7 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 5 0 0 0 0 11 0 1 0 0 0 0 0 0 0 0 0 0 0
"Tmem230" 3 7 0 0 1 19 0 0 9 8 10 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 0 1 28 0 3 0 3 0 32 0 0 26 2 1 10 0 0 2 17 0 0 50 10 0 0 0 3 28 0 1 44 1 5 0
"Tmem231" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0
"Tmem232" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem233" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem234" 18 1 5 5 8 15 0 3 12 12 11 0 3 22 30 7 4 21 17 2 1 20 1 13 0 1 3 0 0 0 5 11 9 14 0 1 11 11 4 18 17 0 4 0 0 18 3 0 6 7 0 18 0 0 7 28 1 15 11 16 0 3
"Tmem235" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem236" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem237" 0 0 30 12 7 0 0 0 0 0 3 2 0 0 2 1 23 10 0 0 0 0 1 2 0 0 7 0 59 19 0 14 0 0 2 0 9 2 0 0 34 51 10 0 0 0 0 0 0 0 0 5 0 1 22 0 0 0 0 33 29 0
"Tmem238" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem239" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem240" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem241" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem242" 15 4 11 2 9 22 1 3 2 21 0 9 3 12 44 0 3 15 53 10 10 20 2 30 25 10 0 3 24 8 32 4 11 36 18 4 7 10 0 6 40 68 0 0 32 18 43 41 0 0 11 2 0 17 13 75 9 0 30 13 26 9
"Tmem243" 0 0 0 3 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Tmem245" 0 0 0 0 0 0 49 0 15 11 0 1 0 7 0 3 8 0 0 4 0 3 0 0 0 1 0 0 0 3 0 0 2 0 0 16 1 0 0 0 2 0 0 0 1 0 19 0 0 0 1 0 0 0 0 1 0 0 0 0 0 10
"Tmem246" 0 0 0 2 0 1 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 8 0 4 6 1 0 0 0 0 0 0 0 2 0 0 0 0 0 28 0 0
"Tmem247" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem248" 13 0 25 0 2 4 1 0 0 0 6 40 4 2 0 0 4 0 3 0 2 0 0 0 0 1 0 0 8 0 0 3 12 0 7 0 0 0 0 0 3 4 0 0 0 27 24 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
"Tmem25" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem251" 3 0 0 3 10 9 0 1 0 1 0 3 0 0 0 4 0 4 0 34 0 0 0 0 0 2 0 0 0 0 5 0 4 0 0 2 5 0 21 0 5 2 1 0 0 0 0 0 19 0 1 0 0 0 13 0 0 38 24 0 0 0
"Tmem252" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem253" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem254a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem254b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem254c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem255a" 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0
"Tmem255b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem256" 12 12 11 13 9 9 12 5 7 31 23 13 3 31 15 1 19 18 5 6 12 9 24 9 27 12 6 8 26 10 14 17 10 3 2 27 10 32 18 2 26 30 5 11 24 28 0 4 35 4 17 7 0 16 12 31 15 39 23 18 5 6
"Tmem258" 7 9 6 16 15 8 5 12 2 15 10 6 4 17 10 28 15 2 24 9 13 9 23 27 21 7 0 4 16 6 28 16 11 15 16 2 29 22 7 3 12 49 2 16 4 14 2 1 3 39 18 2 0 13 12 3 15 17 36 24 8 10
"Tmem259" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 14 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem27" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem29" 4 0 1 13 13 0 0 20 0 0 0 9 3 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 2 0 50 0 3 2 6 0 0 0 1 0 0 1 0 0 1 0 26 0 0 0 2 4 21 0 0 0 1 26 8 0 0 2
"Tmem30a" 1 20 4 22 5 1 3 36 9 13 2 2 0 11 3 0 2 8 6 0 3 14 19 7 5 36 16 14 1 0 40 15 22 2 25 3 12 13 0 1 149 47 1 10 10 0 7 1 0 8 26 3 0 2 4 30 6 7 6 20 3 2
"Tmem30b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem30c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem33" 4 5 2 15 16 25 0 15 10 16 0 47 0 2 0 0 7 2 29 22 0 15 3 2 5 0 17 37 2 19 8 5 28 2 0 0 37 7 0 26 28 0 16 4 4 10 0 4 2 22 1 19 1 21 51 0 4 0 24 54 17 25
"Tmem35" 0 2 0 0 3 1 0 15 14 15 0 1 0 2 41 0 2 4 2 3 4 0 11 7 0 0 1 0 2 2 0 0 39 3 0 4 5 0 2 0 10 14 1 0 26 0 0 0 2 0 0 3 0 3 7 0 1 0 25 1 1 0
"Tmem37" 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"Tmem38a" 0 0 1 0 5 0 0 2 2 1 3 5 0 0 0 0 18 1 0 0 1 2 1 0 0 0 0 1 0 0 17 23 0 3 0 11 22 0 0 0 25 0 0 1 0 0 1 1 0 0 6 0 0 1 2 27 0 0 0 0 0 0
"Tmem38b" 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 1 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0 0
"Tmem39a" 0 0 0 0 0 11 0 0 0 0 0 1 0 0 0 0 6 0 0 1 0 6 0 0 0 0 0 0 0 3 0 0 0 10 0 6 4 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0
"Tmem39b" 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"Tmem40" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
"Tmem41a" 0 0 0 0 0 0 12 0 0 0 0 0 0 0 42 0 0 5 0 0 0 0 0 0 0 6 0 19 0 0 0 0 10 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 8 0 12 0 0 18 4 3 0 0 1 0 4
"Tmem41b" 4 0 0 4 0 1 0 3 1 4 0 2 0 0 11 13 0 5 0 1 17 5 0 3 0 0 3 10 9 2 12 0 0 0 0 4 15 16 1 6 3 0 0 24 2 0 0 0 0 0 3 4 0 7 3 5 3 3 0 2 3 0
"Tmem42" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem43" 12 0 0 0 17 0 0 19 58 10 23 1 0 2 15 4 7 0 0 23 36 0 42 0 0 4 0 48 4 2 3 0 14 2 8 6 20 29 59 0 23 13 0 0 22 48 0 0 0 0 21 3 0 7 19 0 0 10 37 0 3 1
"Tmem44" 6 2 0 1 1 0 1 4 0 2 1 4 0 52 0 1 0 0 0 0 9 3 2 1 0 0 15 3 10 6 0 19 0 2 0 0 31 0 26 54 9 0 0 12 0 0 0 0 0 0 1 4 0 0 17 7 0 2 6 1 4 0
"Tmem45a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem45b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem47" 1 0 27 30 12 30 28 13 19 34 3 66 0 5 16 150 71 6 70 2 61 26 57 2 0 5 7 3 1 24 0 8 13 10 0 103 1 25 3 28 15 17 42 6 4 77 0 0 0 31 27 1 0 3 100 0 8 1 4 19 0 19
"Tmem48" 0 0 0 0 1 0 0 13 2 26 0 0 0 0 0 0 0 1 0 0 0 14 3 0 0 0 0 0 0 0 0 0 33 1 2 0 21 0 0 0 0 0 7 5 0 0 0 0 0 0 7 0 0 1 18 0 1 0 0 4 0 0
"Tmem5" 0 0 7 3 0 23 2 0 0 5 1 6 0 5 19 3 0 0 0 0 0 1 0 10 0 0 0 3 0 0 0 0 5 0 3 30 4 54 19 3 1 8 8 0 4 1 1 0 0 4 0 6 0 0 13 6 1 65 0 3 3 0
"Tmem50a" 12 30 1 7 0 6 10 17 20 24 5 66 0 14 0 0 4 7 6 3 3 4 45 0 0 3 4 0 0 9 12 31 25 20 23 11 27 55 1 64 4 6 3 8 8 10 24 32 111 3 1 2 0 17 23 21 38 0 49 14 2 3
"Tmem50b" 0 0 34 4 22 3 1 4 0 1 0 5 0 0 1 0 23 6 40 0 0 2 1 2 0 1 0 1 0 0 84 9 3 10 0 13 15 2 0 0 82 1 23 0 33 32 1 0 22 0 0 1 0 0 12 0 0 0 0 3 0 0
"Tmem51" 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem51as1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0
"Tmem52" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem52b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem53" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem54" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem55a" 11 8 2 30 9 5 1 18 8 38 0 42 2 1 0 75 201 32 99 43 2 43 2 48 142 21 24 4 8 54 49 0 149 60 108 96 34 41 21 30 97 153 28 0 35 9 6 70 6 202 29 16 47 37 172 0 0 3 111 91 0 0
"Tmem55b" 8 0 0 0 0 0 0 0 0 24 20 53 0 0 0 0 0 0 0 0 20 0 0 0 0 12 14 0 2 0 1 0 0 0 2 0 6 0 0 37 0 0 2 0 13 3 6 4 0 0 0 5 0 3 4 0 1 0 24 0 3 1
"Tmem56" 0 0 0 0 16 0 0 11 0 0 0 0 0 0 0 0 0 9 0 0 3 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 34 0 0 0 0 0 0 0 6 0 0 0
"Tmem57" 1 0 0 7 0 0 0 21 0 7 0 0 0 3 0 28 3 11 23 0 34 1 0 0 0 1 0 0 19 10 0 1 0 6 0 0 3 31 1 0 0 21 8 3 0 0 3 1 0 0 0 2 0 0 22 1 0 1 0 0 12 1
"Tmem59" 6 8 3 51 89 23 0 17 9 60 4 112 19 27 73 23 16 40 32 6 13 31 138 38 0 49 51 37 4 35 46 42 69 5 53 50 155 34 55 21 61 35 8 6 43 14 11 0 0 51 50 24 0 27 70 12 15 70 46 69 2 121
"Tmem59l" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem60" 3 0 7 0 0 0 0 3 4 6 0 0 0 0 0 0 0 3 49 0 0 14 2 0 154 3 1 5 6 6 0 11 12 4 8 0 4 1 0 0 23 0 0 0 1 0 0 0 0 0 0 0 0 7 5 0 0 0 26 0 0 0
"Tmem62" 0 0 0 1 4 0 0 0 0 0 0 1 0 0 11 1 0 4 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 4 0 0 0 0 0 0 1
"Tmem63a" 0 0 0 0 0 0 0 0 6 0 0 0 0 0 34 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0
"Tmem63b" 0 0 0 1 3 0 0 1 2 9 5 1 0 0 0 0 0 0 0 0 0 7 21 0 0 1 1 16 0 5 0 2 0 0 0 5 23 0 5 0 0 1 43 0 1 3 1 20 5 1 0 5 0 1 20 1 0 4 0 27 0 1
"Tmem63c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem64" 0 0 0 0 0 16 1 3 0 0 0 1 0 8 0 22 0 1 0 5 26 8 7 0 0 1 0 6 2 6 0 0 0 29 0 0 4 0 0 3 0 27 0 0 0 0 8 0 0 1 24 0 86 10 61 0 0 14 15 35 11 0
"Tmem65" 0 0 0 4 2 7 0 9 8 0 0 0 0 1 6 0 0 2 0 0 1 1 4 0 0 2 17 1 0 0 23 15 4 4 0 0 19 0 1 0 15 39 0 21 16 1 0 0 0 87 0 13 0 14 10 0 3 0 7 1 0 0
"Tmem66" 0 38 0 9 2 9 0 0 4 8 4 1 13 2 16 0 0 0 1 1 17 4 45 51 0 0 8 16 4 0 41 10 49 0 2 7 24 60 3 0 3 2 1 0 1 4 91 5 4 0 22 0 9 2 4 4 0 10 24 58 0 55
"Tmem67" 0 0 4 3 0 0 0 1 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 90 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"Tmem68" 1 0 1 0 7 0 0 0 3 0 0 0 29 0 0 7 0 0 0 3 20 0 0 0 0 0 0 0 0 3 32 0 0 2 0 6 0 0 0 0 4 5 1 0 7 2 0 0 0 4 0 6 0 0 7 19 3 0 68 6 8 89
"Tmem69" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"Tmem70" 0 4 0 3 0 10 0 0 0 3 0 0 0 0 0 0 0 0 39 0 2 7 1 0 0 0 1 0 0 0 0 1 0 0 4 16 12 3 0 6 0 0 0 0 1 4 0 0 0 0 0 0 0 2 0 4 0 0 0 2 0 0
"Tmem71" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem72" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tmem74" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
