"CD31_young" "CD31_young.1" "CD31_young.2" "CD31_young.3" "E_young" "E_young.1" "E_young.2" "E_young.3" "G_young" "G_young.1" "G_young.2" "G_young.3" "PG_young" "PG_young.1" "PGE_young" "PGE_young.1" "PGE_young.2"
"Mir1983" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir199a-1" 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir199a-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir199b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir19a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir19b-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir19b-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir1a-1" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Mir1a-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir1b" 0 0 0 0 0 0 9 0 22 27 0 0 0 0 0 0 0
"Mir200a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir200b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir200c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir201" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Mir203" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir205" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir206" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir207" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir208a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir208b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir20a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir20b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir210" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir211" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir212" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir2136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir2137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir214" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir215" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir216a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir216b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir217" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir218-1" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"Mir218-2" 4 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir219-1" 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir219-2" 0 0 0 0 4 0 0 3 49 0 0 3 16 0 0 0 0
"Mir22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir221" 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0
"Mir222" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir224" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir22hg" 0 2 10 4 0 0 7 50 294 157 64 778 265 509 1 0 9
"Mir23a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir23b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir24-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir24-2" 9 0 41 9 0 0 0 0 4 8 0 0 9 0 0 0 0
"Mir25" 0 0 0 0 450 167 224 114 36 44 0 0 32 3 141 63 171
"Mir26a-1" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Mir26a-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir26b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir27a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir27b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir2861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir28b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir290" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir291a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir291b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir292" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir293" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir294" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir295" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir296" 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 6
"Mir297-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir297a-3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir297b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir297c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir298" 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"Mir299" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Mir29a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir29b-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir29b-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir29c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir300" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir301" 0 0 0 0 0 19 1 1 4 0 0 0 0 0 3 28 5
"Mir301b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir302a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir302b" 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
"Mir302c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir302d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3057" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3058" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"Mir3059" 0 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0
"Mir3060" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3061" 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 10
"Mir3062" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3063" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3064" 57 68 46 0 40 55 68 47 207 359 260 234 272 81 33 72 31
"Mir3065" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3066" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3067" 0 0 0 0 0 0 0 11 0 0 0 25 0 0 0 0 0
"Mir3068" 0 0 0 0 18 0 0 3 0 0 0 0 0 0 0 0 15
"Mir3069" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3070a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3070b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3071" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3072" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3073" 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3074-1" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3074-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3075" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"Mir3076" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3077" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3078" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3081" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3082" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3083" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3085" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3087" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3088" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3089" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3091" 0 0 0 0 0 0 3 0 0 0 0 0 2 0 3 0 0
"Mir3092" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"Mir3093" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3094" 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0
"Mir3095" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3096" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3096b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3097" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3099" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir30a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir30b" 0 0 0 0 0 0 1 0 2 0 0 0 2 0 0 0 0
"Mir30c-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir30c-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir30d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir30e" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"Mir31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3101" 7 0 0 0 0 0 0 2 0 0 0 0 0 0 6 0 0
"Mir3102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3109" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3110" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3112" 0 0 0 0 0 0 55 0 0 0 0 0 0 0 48 8 21
"Mir32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir320" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir322" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir323" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir324" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Mir326" 0 0 0 0 0 2 0 0 3 7 0 10 8 0 0 0 0
"Mir328" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir329" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir330" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir331" 0 0 0 0 0 0 0 6 0 7 0 0 0 0 0 0 0
"Mir335" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir337" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir338" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir339" 0 0 0 0 0 0 0 1 11 2 0 0 0 0 0 0 0
"Mir340" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir341" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir343" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"Mir344-2" 0 0 0 0 0 0 0 6 0 2 0 0 0 0 0 0 0
"Mir344b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344c" 0 0 0 0 0 20 0 14 0 0 0 0 0 0 2 0 0
"Mir344d-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344d-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344d-3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir344g" 0 0 0 0 0 4 1 0 3 12 0 36 0 0 5 0 0
"Mir345" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir346" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3471-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3473" 0 0 0 6 0 0 0 1 0 0 0 0 0 24 0 0 0
"Mir3473c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3473d" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4
"Mir3474" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3475" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir34a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir34b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir34c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir350" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir351" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3572" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir362" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir363" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir365-1" 0 0 0 0 0 0 0 0 106 0 0 0 0 0 0 0 0
"Mir365-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir367" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir369" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"Mir370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir374" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir374c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir375" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir376a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir376b" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Mir376c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir377" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir378b" 0 0 0 0 0 0 0 0 0 1 0 0 0 10 0 0 0
"Mir379" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir380" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir381" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir383" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir384" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3960" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3966" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3967" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3968" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3969" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir3971" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir409" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir410" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir411" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir412" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir421" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 4
"Mir423" 0 0 0 0 0 6 1 0 0 0 0 0 1 0 0 0 6
"Mir425" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0
"Mir429" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir431" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir432" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir433" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir434" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir448" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Mir449a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir449b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir449c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir450-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir450-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir450b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir451" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir452" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir453" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir455" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir463" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir465" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir465b-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir465b-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir465c-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir465c-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir466" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir4660" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir466g" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir466i" 0 0 0 0 27 0 22 0 0 31 9 0 0 0 8 0 37
"Mir467a-1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467a-9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir467f" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Mir468" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir471" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir483" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir484" 0 0 0 0 17 0 0 10 0 3 0 0 0 0 0 0 0
"Mir485" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir486" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir487b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir488" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir489" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir490" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir491" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 5
"Mir493" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir496" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir497" 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir499" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir500" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5046" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir505" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir509" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5098" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5109" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
"Mir511" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5112" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5113" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5117" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5119" 0 0 0 0 0 0 0 0 0 0 0 14 0 0 4 0 0
"Mir5121" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5122" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5126" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5127" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5128" 8 26 0 40 0 46 116 90 80 306 145 489 236 31 105 101 49
"Mir5129" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 12
"Mir5130" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5131" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5132" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5133" 8 0 0 0 0 5 1 1 0 1 0 0 0 0 4 10 7
"Mir5134" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir5136" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Mir532" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir539" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir540" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir541" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir542" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir543" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir546" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir547" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir551b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir568" 54 4 0 1 221 51 153 332 171 160 16 390 142 3 171 257 236
"Mir574" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir582" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir592" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir598" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir599" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir615" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir653" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir664" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mir665" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
